,Close,High,Low,Open,Volume,MA_7,MA_21,Daily_Return,Close_Yesterday,Volatility_7d,RSI_14,Target
20,8745.89453125,8755.7060546875,8544.5205078125,8658.9912109375,24097418512,8787.48939732143,8148.8247302827385,0.010193531591149663,8657.642578125,110.89802766207883,62.74318770891304,0
21,8680.8759765625,8792.994140625,8636.7470703125,8744.2109375,22600204051,8769.470145089286,8219.33433314732,-0.007434180055016837,8745.89453125,117.26232675752861,63.26414801145811,0
22,8406.515625,8687.7470703125,8333.6376953125,8680.650390625,25770680779,8724.145786830357,8287.003162202382,-0.03160514587505292,8680.8759765625,181.55421236919364,61.27439867772349,1
23,8445.4345703125,8514.6669921875,8266.8408203125,8405.5673828125,24397913026,8655.0595703125,8339.410319010416,0.004629616722148233,8406.515625,182.60172642675025,56.669991850924,0
24,8367.84765625,8458.453125,8296.21875,8440.119140625,19647331549,8572.922293526786,8384.99083891369,-0.00918684685986848,8445.4345703125,159.4395394237679,58.09928740398727,2
25,8596.830078125,8602.4013671875,8325.498046875,8364.41015625,22177678796,8557.291573660714,8441.443824404761,0.027364554337216074,8367.84765625,149.22699231974727,59.567109329941886,2
26,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393,8593.316824776786,8495.758114769345,0.036407519395889265,8596.830078125,199.47135946205452,66.099131221883,2
27,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403,8680.8447265625,8552.657993861607,0.05036808165148732,8909.8193359375,352.9560504728883,62.38483029457105,1
28,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115,8771.666713169643,8611.551664806548,-0.004483577295090302,9358.58984375,426.99534981170336,61.77356314474274,2
29,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851,8929.163504464286,8689.1669921875,0.02064730312029206,9316.6298828125,470.9261222461774,67.26951414805804,0
30,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719,9058.46275111607,8745.54675874256,-0.016664631518128026,9508.9931640625,439.1574999678692,59.46489558740391,1
31,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496,9204.895228794643,8810.086635044643,0.00452869583961979,9350.529296875,327.0934901984716,59.978512987907166,0
32,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946,9311.685965401786,8864.93763950893,-0.0051645279666768795,9392.875,187.8916944249704,65.43497414650393,0
